19 июня 1927 года, процент освещенности луны 82%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Водолей
20 июня 1927 года, процент освещенности луны 73%, по лунному календарю идет 20, 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Водолей и Рыбы
21 июня 1927 года, процент освещенности луны 62%, по лунному календарю идет 21, 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы
22 июня 1927 года, процент освещенности луны 51%, по лунному календарю идет 22, 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рыбы и Овен
23 июня 1927 года, процент освещенности луны 39%, по лунному календарю идет 23, 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Овен
24 июня 1927 года, процент освещенности луны 28%, по лунному календарю идет 24, 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Овен и Телец
25 июня 1927 года, процент освещенности луны 19%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец
26 июня 1927 года, процент освещенности луны 11%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец и Близнецы
27 июня 1927 года, процент освещенности луны 5%, по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы
28 июня 1927 года, процент освещенности луны 1%, по лунному календарю идет 28, 29 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы и Рак
29 июня 1927 года, процент освещенности луны 0%, по лунному календарю идет 29, 30, 1 лунный день, Новолуние в 8:30, Луна находится в знаке зодиака Рак
30 июня 1927 года, процент освещенности луны 1%, по лунному календарю идет 1, 2 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Рак
1 июля 1927 года, процент освещенности луны 5%, по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Рак и Лев
2 июля 1927 года, процент освещенности луны 11%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Лев
3 июля 1927 года, процент освещенности луны 18%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Лев и Дева
4 июля 1927 года, процент освещенности луны 26%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева
5 июля 1927 года, процент освещенности луны 35%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева и Весы
6 июля 1927 года, процент освещенности луны 44%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
7 июля 1927 года, процент освещенности луны 53%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
8 июля 1927 года, процент освещенности луны 63%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Весы и Скорпион
9 июля 1927 года, процент освещенности луны 72%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Скорпион
10 июля 1927 года, процент освещенности луны 80%, по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
11 июля 1927 года, процент освещенности луны 87%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец
12 июля 1927 года, процент освещенности луны 93%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец
13 июля 1927 года, процент освещенности луны 98%, по лунному календарю идет 14, 15 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец и Козерог
14 июля 1927 года, процент освещенности луны 100%, по лунному календарю идет 15, 16 лунный день, Полнолуние в 21:21, Луна находится в знаке зодиака Козерог
15 июля 1927 года, процент освещенности луны 100%, по лунному календарю идет 16, 17 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Козерог и Водолей
16 июля 1927 года, процент освещенности луны 97%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Водолей
17 июля 1927 года, процент освещенности луны 92%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Водолей и Рыбы
18 июля 1927 года, процент освещенности луны 84%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы
19 июля 1927 года, процент освещенности луны 75%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы и Овен
20 июля 1927 года, процент освещенности луны 64%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен
21 июля 1927 года, процент освещенности луны 53%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Овен и Телец
22 июля 1927 года, процент освещенности луны 42%, 4, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец
23 июля 1927 года, процент освещенности луны 31%, по лунному календарю идет 23, 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец
24 июля 1927 года, процент освещенности луны 21%, по лунному календарю идет 24, 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец и Близнецы
25 июля 1927 года, процент освещенности луны 13%, по лунному календарю идет 25, 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы
26 июля 1927 года, процент освещенности луны 6%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы и Рак
27 июля 1927 года, процент освещенности луны 2%, , по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак
28 июля 1927 года, процент освещенности луны 0%, по лунному календарю идет 28, 29, 1 лунный день, Новолуние в 19:35, Луна находится в знаке зодиака Рак и Лев
29 июля 1927 года, процент освещенности луны 0%, по лунному календарю идет 1, 2 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Лев
30 июля 1927 года, процент освещенности луны 3%, по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Лев и Дева
31 июля 1927 года, процент освещенности луны 7%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева
1 августа 1927 года, процент освещенности луны 13%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева
2 августа 1927 года, процент освещенности луны 20%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева и Весы
3 августа 1927 года, процент освещенности луны 28%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
4 августа 1927 года, процент освещенности луны 37%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы и Скорпион
5 августа 1927 года, процент освещенности луны 46%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион
6 августа 1927 года, процент освещенности луны 56%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Скорпион
7 августа 1927 года, процент освещенности луны 65%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
8 августа 1927 года, процент освещенности луны 75%, по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец
9 августа 1927 года, процент освещенности луны 83%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец и Козерог
10 августа 1927 года, процент освещенности луны 90%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Козерог
11 августа 1927 года, процент освещенности луны 96%, по лунному календарю идет 14, 15 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Козерог и Водолей
12 августа 1927 года, процент освещенности луны 99%, по лунному календарю идет 15, 16 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей
13 августа 1927 года, процент освещенности луны 100%, по лунному календарю идет 16, 17 лунный день, Полнолуние в 6:36, Луна находится в знаке зодиака Водолей
14 августа 1927 года, процент освещенности луны 98%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Водолей и Рыбы
15 августа 1927 года, процент освещенности луны 93%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы
16 августа 1927 года, процент освещенности луны 86%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы и Овен
17 августа 1927 года, процент освещенности луны 77%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен
18 августа 1927 года, процент освещенности луны 67%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен и Телец
19 августа 1927 года, процент освещенности луны 55%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец
20 августа 1927 года, процент освещенности луны 44%, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Телец и Близнецы
21 августа 1927 года, процент освещенности луны 33%, по лунному календарю идет 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы
22 августа 1927 года, процент освещенности луны 23%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Близнецы и Рак
23 августа 1927 года, процент освещенности луны 15%, по лунному календарю идет 25, 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак
24 августа 1927 года, процент освещенности луны 8%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак и Лев
25 августа 1927 года, процент освещенности луны 4%, по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев
26 августа 1927 года, процент освещенности луны 1%, по лунному календарю идет 28, 29 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев
27 августа 1927 года, процент освещенности луны 0%, по лунному календарю идет 29, 30, 1 лунный день, Новолуние в 8:44, Луна находится в знаке зодиака Лев и Дева
28 августа 1927 года, процент освещенности луны 1%, по лунному календарю идет 1, 2 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева
29 августа 1927 года, процент освещенности луны 4%, по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Дева и Весы
30 августа 1927 года, процент освещенности луны 9%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
31 августа 1927 года, процент освещенности луны 15%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
1 сентября 1927 года, процент освещенности луны 22%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы и Скорпион
2 сентября 1927 года, процент освещенности луны 31%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион
3 сентября 1927 года, процент освещенности луны 40%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
4 сентября 1927 года, процент освещенности луны 49%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец
5 сентября 1927 года, процент освещенности луны 59%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец
6 сентября 1927 года, процент освещенности луны 69%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Стрелец и Козерог
7 сентября 1927 года, процент освещенности луны 78%, по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Козерог
8 сентября 1927 года, процент освещенности луны 87%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Козерог и Водолей
9 сентября 1927 года, процент освещенности луны 93%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей
10 сентября 1927 года, процент освещенности луны 98%, по лунному календарю идет 14, 15 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей и Рыбы
11 сентября 1927 года, процент освещенности луны 100%, по лунному календарю идет 15, 16 лунный день, Полнолуние в 14:52, Луна находится в знаке зодиака Рыбы
12 сентября 1927 года, процент освещенности луны 99%, по лунному календарю идет 16, 17 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рыбы и Овен
13 сентября 1927 года, процент освещенности луны 95%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен
14 сентября 1927 года, процент освещенности луны 89%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен и Телец
15 сентября 1927 года, процент освещенности луны 80%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец
16 сентября 1927 года, процент освещенности луны 70%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец и Близнецы
17 сентября 1927 года, процент освещенности луны 59%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы
18 сентября 1927 года, процент освещенности луны 48%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы и Рак
19 сентября 1927 года, процент освещенности луны 37%, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак
20 сентября 1927 года, процент освещенности луны 27%, по лунному календарю идет 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак
21 сентября 1927 года, процент освещенности луны 19%, по лунному календарю идет 24, 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак и Лев
22 сентября 1927 года, процент освещенности луны 12%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев
23 сентября 1927 года, процент освещенности луны 6%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев и Дева
24 сентября 1927 года, процент освещенности луны 2%, , по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева
25 сентября 1927 года, процент освещенности луны 0%, по лунному календарю идет 28, 29, 1 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева и Весы
26 сентября 1927 года, процент освещенности луны 0%, по лунному календарю идет 1, 2 лунный день, Новолуние в 0:09, Луна находится в знаке зодиака Весы
27 сентября 1927 года, процент освещенности луны 2%, , по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы
28 сентября 1927 года, процент освещенности луны 5%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Весы и Скорпион
29 сентября 1927 года, процент освещенности луны 10%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион
30 сентября 1927 года, процент освещенности луны 17%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
1 октября 1927 года, процент освещенности луны 25%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец
2 октября 1927 года, процент освещенности луны 33%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец
3 октября 1927 года, процент освещенности луны 43%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец и Козерог
4 октября 1927 года, процент освещенности луны 53%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
5 октября 1927 года, процент освещенности луны 63%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Козерог и Водолей
6 октября 1927 года, процент освещенности луны 74%, 7по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей
7 октября 1927 года, процент освещенности луны 83%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей и Рыбы
8 октября 1927 года, процент освещенности луны 91%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Рыбы
9 октября 1927 года, процент освещенности луны 96%, по лунному календарю идет 14, 15 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Рыбы и Овен
10 октября 1927 года, процент освещенности луны 100%, по лунному календарю идет 15, 16 лунный день, Полнолуние в 23:13, Луна находится в знаке зодиака Овен
11 октября 1927 года, процент освещенности луны 100%, по лунному календарю идет 16, 17 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Овен и Телец
12 октября 1927 года, процент освещенности луны 97%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец
13 октября 1927 года, процент освещенности луны 91%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец и Близнецы
14 октября 1927 года, процент освещенности луны 83%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы
15 октября 1927 года, процент освещенности луны 74%, 7по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы и Рак
16 октября 1927 года, процент освещенности луны 63%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак
17 октября 1927 года, процент освещенности луны 52%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак
18 октября 1927 года, процент освещенности луны 42%, 4, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Рак и Лев
19 октября 1927 года, процент освещенности луны 32%, по лунному календарю идет 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев
20 октября 1927 года, процент освещенности луны 23%, по лунному календарю идет 24, 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Лев и Дева
21 октября 1927 года, процент освещенности луны 16%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева
22 октября 1927 года, процент освещенности луны 9%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева
23 октября 1927 года, процент освещенности луны 5%, по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева и Весы
24 октября 1927 года, процент освещенности луны 1%, по лунному календарю идет 28, 29 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы
25 октября 1927 года, процент освещенности луны 0%, по лунному календарю идет 29, 30, 1 лунный день, Новолуние в 17:36, Луна находится в знаке зодиака Весы и Скорпион
26 октября 1927 года, процент освещенности луны 0%, по лунному календарю идет 1, 2 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион
27 октября 1927 года, процент освещенности луны 3%, по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион
28 октября 1927 года, процент освещенности луны 7%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
29 октября 1927 года, процент освещенности луны 12%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец
30 октября 1927 года, процент освещенности луны 19%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец и Козерог
31 октября 1927 года, процент освещенности луны 28%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
1 ноября 1927 года, процент освещенности луны 37%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
2 ноября 1927 года, процент освещенности луны 47%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог и Водолей
3 ноября 1927 года, процент освещенности луны 58%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей
4 ноября 1927 года, процент освещенности луны 69%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Водолей и Рыбы
5 ноября 1927 года, процент освещенности луны 79%, по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Рыбы
6 ноября 1927 года, процент освещенности луны 88%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Рыбы и Овен
7 ноября 1927 года, процент освещенности луны 95%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Овен
8 ноября 1927 года, процент освещенности луны 99%, по лунному календарю идет 14, 15 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Овен и Телец
9 ноября 1927 года, процент освещенности луны 100%, по лунному календарю идет 15, 16 лунный день, Полнолуние в 8:35, Луна находится в знаке зодиака Телец
10 ноября 1927 года, процент освещенности луны 98%, по лунному календарю идет 16, 17 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Телец и Близнецы
11 ноября 1927 года, процент освещенности луны 94%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы
12 ноября 1927 года, процент освещенности луны 87%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы и Рак
13 ноября 1927 года, процент освещенности луны 78%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак
14 ноября 1927 года, процент освещенности луны 69%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак и Лев
15 ноября 1927 года, процент освещенности луны 59%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Лев
16 ноября 1927 года, процент освещенности луны 49%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Лев и Дева
17 ноября 1927 года, процент освещенности луны 39%, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева
18 ноября 1927 года, процент освещенности луны 30%, по лунному календарю идет 23, 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева
19 ноября 1927 года, процент освещенности луны 21%, по лунному календарю идет 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Дева и Весы
20 ноября 1927 года, процент освещенности луны 14%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы
21 ноября 1927 года, процент освещенности луны 8%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы и Скорпион
22 ноября 1927 года, процент освещенности луны 4%, по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Скорпион
23 ноября 1927 года, процент освещенности луны 1%, по лунному календарю идет 28, 29 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Скорпион
24 ноября 1927 года, процент освещенности луны 0%, по лунному календарю идет 29, 30, 1 лунный день, Новолуние в 12:08, Луна находится в знаке зодиака Скорпион и Стрелец
25 ноября 1927 года, процент освещенности луны 1%, по лунному календарю идет 1, 2 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец
26 ноября 1927 года, процент освещенности луны 4%, по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Стрелец и Козерог
27 ноября 1927 года, процент освещенности луны 8%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
28 ноября 1927 года, процент освещенности луны 15%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
29 ноября 1927 года, процент освещенности луны 23%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог и Водолей
30 ноября 1927 года, процент освещенности луны 32%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Водолей
1 декабря 1927 года, процент освещенности луны 42%, 4, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Водолей и Рыбы
2 декабря 1927 года, процент освещенности луны 53%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Рыбы
3 декабря 1927 года, процент освещенности луны 64%, по лунному календарю идет 9, 10 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Рыбы и Овен
4 декабря 1927 года, процент освещенности луны 75%, по лунному календарю идет 10, 11 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Овен
5 декабря 1927 года, процент освещенности луны 85%, по лунному календарю идет 11, 12 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Овен и Телец
6 декабря 1927 года, процент освещенности луны 92%, по лунному календарю идет 12, 13 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Телец
7 декабря 1927 года, процент освещенности луны 97%, по лунному календарю идет 13, 14 лунный день, Растущая Луна (Вторая фаза), Луна находится в знаке зодиака Телец и Близнецы
8 декабря 1927 года, процент освещенности луны 100%, по лунному календарю идет 14, 15 лунный день, Полнолуние в 19:31, Луна находится в знаке зодиака Близнецы
9 декабря 1927 года, процент освещенности луны 99%, по лунному календарю идет 15, 16 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Близнецы и Рак
10 декабря 1927 года, процент освещенности луны 96%, по лунному календарю идет 16, 17 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак
11 декабря 1927 года, процент освещенности луны 91%, по лунному календарю идет 17, 18 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Рак и Лев
12 декабря 1927 года, процент освещенности луны 84%, по лунному календарю идет 18, 19 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Лев
13 декабря 1927 года, процент освещенности луны 75%, по лунному календарю идет 19, 20 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Лев
